home,score,away,home_scores,away_scores,year
大分,2-1,清水,2,1,2009
千葉,1-1,京都,1,1,2009
Ｇ大阪,0-0,横浜FM,0,0,2009
鹿島,3-0,千葉,3,0,2009
神戸,1-0,新潟,1,0,2009
柏,0-1,山形,0,1,2009
京都,1-1,大分,1,1,2009
浦和,0-3,大宮,0,3,2009
清水,1-2,Ｆ東京,1,2,2009
名古屋,3-3,磐田,3,3,2009
川崎Ｆ,7-0,広島,7,0,2009
名古屋,1-0,神戸,1,0,2009
川崎Ｆ,3-2,千葉,3,2,2009
鹿島,2-0,山形,2,0,2009
Ｆ東京,0-1,浦和,0,1,2009
磐田,0-2,新潟,0,2,2009
大宮,0-1,広島,0,1,2009
横浜FM,1-2,大分,1,2,2009
Ｇ大阪,4-1,京都,4,1,2009
柏,5-0,清水,5,0,2009
浦和,3-2,磐田,3,2,2009
新潟,0-1,柏,0,1,2009
清水,0-2,Ｇ大阪,0,2,2009
京都,0-1,鹿島,0,1,2009
山形,0-0,大宮,0,0,2009
神戸,2-2,横浜FM,2,2,2009
広島,0-0,名古屋,0,0,2009
千葉,2-1,Ｆ東京,2,1,2009
大分,1-0,川崎Ｆ,1,0,2009
川崎Ｆ,1-0,新潟,1,0,2009
名古屋,2-0,山形,2,0,2009
京都,1-0,浦和,1,0,2009
鹿島,5-1,Ｇ大阪,5,1,2009
磐田,0-1,広島,0,1,2009
Ｆ東京,1-0,神戸,1,0,2009
大宮,1-1,柏,1,1,2009
横浜FM,2-0,清水,2,0,2009
千葉,0-2,大分,0,2,2009
浦和,0-1,鹿島,0,1,2009
新潟,1-1,Ｆ東京,1,1,2009
Ｇ大阪,2-0,千葉,2,0,2009
広島,4-1,京都,4,1,2009
山形,0-0,横浜FM,0,0,2009
柏,2-3,川崎Ｆ,2,3,2009
清水,0-0,名古屋,0,0,2009
神戸,1-1,磐田,1,1,2009
大分,1-1,大宮,1,1,2009
磐田,0-1,仙台,0,1,2010
湘南,1-1,山形,1,1,2010
Ｆ東京,1-0,横浜FM,1,0,2010
広島,1-1,清水,1,1,2010
川崎Ｆ,2-1,新潟,2,1,2010
鹿島,2-0,浦和,2,0,2010
Ｇ大阪,1-2,名古屋,1,2,2010
神戸,2-0,京都,2,0,2010
大宮,3-0,Ｃ大阪,3,0,2010
新潟,1-1,磐田,1,1,2010
清水,3-0,山形,3,0,2010
横浜FM,3-0,湘南,3,0,2010
名古屋,2-3,川崎Ｆ,2,3,2010
仙台,3-1,大宮,3,1,2010
京都,1-1,鹿島,1,1,2010
浦和,1-0,Ｆ東京,1,0,2010
神戸,1-2,広島,1,2,2010
Ｃ大阪,1-1,Ｇ大阪,1,1,2010
湘南,1-3,広島,1,3,2010
清水,1-0,神戸,1,0,2010
京都,2-1,仙台,2,1,2010
横浜FM,4-0,川崎Ｆ,4,0,2010
大宮,0-1,鹿島,0,1,2010
Ｇ大阪,0-0,新潟,0,0,2010
Ｆ東京,0-0,Ｃ大阪,0,0,2010
山形,1-1,浦和,1,1,2010
名古屋,2-0,磐田,2,0,2010
湘南,2-0,新潟,2,0,2010
川崎Ｆ,0-0,清水,0,0,2010
神戸,1-1,横浜FM,1,1,2010
鹿島,3-1,山形,3,1,2010
磐田,2-3,京都,2,3,2010
Ｃ大阪,2-3,浦和,2,3,2010
大宮,0-2,Ｆ東京,0,2,2010
Ｇ大阪,2-2,仙台,2,2,2010
Ｃ大阪,3-1,京都,3,1,2010
横浜FM,1-2,清水,1,2,2010
新潟,0-0,大宮,0,0,2010
山形,1-0,広島,1,0,2010
名古屋,2-0,神戸,2,0,2010
浦和,2-1,湘南,2,1,2010
仙台,2-1,鹿島,2,1,2010
磐田,4-3,Ｇ大阪,4,3,2010
川崎Ｆ,2-1,Ｆ東京,2,1,2010
湘南,0-0,磐田,0,0,2010
京都,0-2,名古屋,0,2,2010
広島,0-3,川崎Ｆ,0,3,2010
大宮,1-3,Ｇ大阪,1,3,2010
横浜FM,0-0,Ｃ大阪,0,0,2010
新潟,0-2,浦和,0,2,2010
Ｆ東京,1-1,鹿島,1,1,2010
清水,5-1,仙台,5,1,2010
神戸,0-2,山形,0,2,2010
仙台,0-1,神戸,0,1,2010
山形,0-1,横浜FM,0,1,2010
名古屋,1-1,新潟,1,1,2010
Ｇ大阪,1-1,清水,1,1,2010
Ｆ東京,1-1,京都,1,1,2010
磐田,1-1,大宮,1,1,2010
Ｃ大阪,2-1,湘南,2,1,2010
鹿島,0-0,広島,0,0,2010
浦和,3-0,川崎Ｆ,3,0,2010
広島,1-0,名古屋,1,0,2010
清水,2-1,大宮,2,1,2010
京都,1-2,山形,1,2,2010
川崎Ｆ,3-0,神戸,3,0,2010
浦和,0-1,磐田,0,1,2010
横浜FM,1-3,鹿島,1,3,2010
Ｇ大阪,2-0,Ｆ東京,2,0,2010
新潟,2-2,広島,2,2,2010
湘南,1-0,仙台,1,0,2010
Ｃ大阪,0-1,名古屋,0,1,2010
横浜FM,1-0,磐田,1,0,2010
神戸,1-2,新潟,1,2,2010
名古屋,2-1,山形,2,1,2010
仙台,1-1,Ｃ大阪,1,1,2010
清水,2-1,浦和,2,1,2010
鹿島,2-1,Ｇ大阪,2,1,2010
川崎Ｆ,4-2,湘南,4,2,2010
大宮,2-1,京都,2,1,2010
広島,2-1,Ｆ東京,2,1,2010
湘南,2-2,神戸,2,2,2010
京都,2-4,清水,2,4,2010
浦和,2-1,名古屋,2,1,2010
Ｆ東京,0-0,仙台,0,0,2010
Ｃ大阪,2-1,鹿島,2,1,2010
磐田,2-1,広島,2,1,2010
新潟,2-1,横浜FM,2,1,2010
Ｇ大阪,4-4,川崎Ｆ,4,4,2010
山形,1-0,大宮,1,0,2010
浦和,2-3,横浜FM,2,3,2010
清水,0-2,新潟,0,2,2010
神戸,3-0,磐田,3,0,2010
仙台,1-2,名古屋,1,2,2010
山形,0-3,Ｆ東京,0,3,2010
Ｆ東京,2-2,清水,2,2,2010
新潟,3-1,山形,3,1,2010
横浜FM,2-2,京都,2,2,2010
仙台,1-1,浦和,1,1,2010
Ｃ大阪,2-1,神戸,2,1,2010
磐田,3-1,川崎Ｆ,3,1,2010
大宮,0-0,広島,0,0,2010
名古屋,1-4,鹿島,1,4,2010
湘南,1-3,Ｇ大阪,1,3,2010
川崎Ｆ,0-0,大宮,0,0,2010
鹿島,1-0,湘南,1,0,2010
広島,0-5,Ｃ大阪,0,5,2010
Ｇ大阪,1-1,京都,1,1,2010
大宮,0-1,名古屋,0,1,2010
清水,0-0,磐田,0,0,2010
Ｆ東京,2-2,神戸,2,2,2010
新潟,1-1,Ｃ大阪,1,1,2010
山形,3-1,仙台,3,1,2010
鹿島,2-1,川崎Ｆ,2,1,2010
京都,0-1,湘南,0,1,2010
Ｇ大阪,3-2,浦和,3,2,2010
広島,3-0,横浜FM,3,0,2010
浦和,0-1,広島,0,1,2010
磐田,2-3,鹿島,2,3,2010
Ｃ大阪,3-0,山形,3,0,2010
仙台,2-3,新潟,2,3,2010
横浜FM,1-0,Ｇ大阪,1,0,2010
名古屋,3-3,清水,3,3,2010
湘南,1-3,Ｆ東京,1,3,2010
神戸,3-1,大宮,3,1,2010
川崎Ｆ,1-0,京都,1,0,2010
清水,3-2,Ｃ大阪,3,2,2010
鹿島,2-2,新潟,2,2,2010
仙台,1-1,広島,1,1,2010
大宮,1-1,横浜FM,1,1,2010
神戸,1-3,Ｇ大阪,1,3,2010
山形,0-0,川崎Ｆ,0,0,2010
Ｆ東京,1-1,磐田,1,1,2010
名古屋,2-1,湘南,2,1,2010
京都,0-4,浦和,0,4,2010
浦和,0-1,大宮,0,1,2010
新潟,2-1,Ｆ東京,2,1,2010
磐田,0-3,Ｃ大阪,0,3,2010
鹿島,3-0,神戸,3,0,2010
横浜FM,0-2,名古屋,0,2,2010
Ｇ大阪,1-0,山形,1,0,2010
広島,3-0,京都,3,0,2010
川崎Ｆ,3-2,仙台,3,2,2010
湘南,3-6,清水,3,6,2010
大宮,3-0,湘南,3,0,2010
京都,0-2,新潟,0,2,2010
清水,2-1,鹿島,2,1,2010
広島,0-2,Ｇ大阪,0,2,2010
仙台,0-1,横浜FM,0,1,2010
山形,1-0,磐田,1,0,2010
神戸,1-0,浦和,1,0,2010
Ｃ大阪,0-0,川崎Ｆ,0,0,2010
Ｆ東京,0-1,名古屋,0,1,2010
山形,1-0,新潟,1,0,2010
神戸,0-0,湘南,0,0,2010
清水,1-2,横浜FM,1,2,2010
名古屋,3-1,浦和,3,1,2010
仙台,1-3,Ｇ大阪,1,3,2010
鹿島,1-1,Ｆ東京,1,1,2010
大宮,0-0,磐田,0,0,2010
京都,0-1,Ｃ大阪,0,1,2010
川崎Ｆ,2-0,広島,2,0,2010
Ｇ大阪,1-1,鹿島,1,1,2010
新潟,4-1,清水,4,1,2010
浦和,1-1,仙台,1,1,2010
横浜FM,0-1,山形,0,1,2010
磐田,3-2,神戸,3,2,2010
川崎Ｆ,4-0,名古屋,4,0,2010
広島,1-2,大宮,1,2,2010
湘南,2-2,京都,2,2,2010
Ｃ大阪,4-1,Ｆ東京,4,1,2010
鹿島,0-1,Ｃ大阪,0,1,2010
Ｆ東京,0-2,広島,0,2,2010
湘南,1-4,浦和,1,4,2010
新潟,2-1,川崎Ｆ,2,1,2010
京都,1-2,横浜FM,1,2,2010
大宮,0-3,仙台,0,3,2010
山形,0-0,神戸,0,0,2010
磐田,2-1,清水,2,1,2010
名古屋,3-1,Ｇ大阪,3,1,2010
浦和,1-1,鹿島,1,1,2010
Ｃ大阪,2-0,大宮,2,0,2010
名古屋,1-0,京都,1,0,2010
仙台,2-1,湘南,2,1,2010
神戸,0-0,Ｆ東京,0,0,2010
広島,2-1,山形,2,1,2010
Ｇ大阪,2-0,磐田,2,0,2010
横浜FM,3-0,新潟,3,0,2010
清水,2-0,川崎Ｆ,2,0,2010
Ｃ大阪,1-1,広島,1,1,2010
大宮,3-0,清水,3,0,2010
磐田,3-2,湘南,3,2,2010
川崎Ｆ,1-3,横浜FM,1,3,2010
京都,3-0,神戸,3,0,2010
新潟,1-2,Ｇ大阪,1,2,2010
鹿島,1-0,仙台,1,0,2010
山形,0-1,名古屋,0,1,2010
Ｆ東京,0-1,浦和,0,1,2010
広島,1-1,神戸,1,1,2010
名古屋,1-1,横浜FM,1,1,2010
磐田,2-1,Ｆ東京,2,1,2010
鹿島,3-0,大宮,3,0,2010
浦和,1-1,清水,1,1,2010
Ｇ大阪,3-2,Ｃ大阪,3,2,2010
湘南,1-6,川崎Ｆ,1,6,2010
新潟,1-1,京都,1,1,2010
仙台,2-0,山形,2,0,2010
Ｆ東京,0-1,大宮,0,1,2010
広島,1-1,鹿島,1,1,2010
清水,1-5,名古屋,1,5,2010
神戸,0-0,Ｃ大阪,0,0,2010
浦和,2-0,新潟,2,0,2010
山形,1-1,湘南,1,1,2010
京都,0-1,磐田,0,1,2010
川崎Ｆ,1-2,Ｇ大阪,1,2,2010
横浜FM,0-1,仙台,0,1,2010
大宮,1-2,浦和,1,2,2010
京都,0-3,広島,0,3,2010
神戸,0-4,川崎Ｆ,0,4,2010
名古屋,2-1,仙台,2,1,2010
Ｃ大阪,2-1,新潟,2,1,2010
鹿島,1-1,清水,1,1,2010
山形,2-1,Ｇ大阪,2,1,2010
磐田,0-0,横浜FM,0,0,2010
Ｆ東京,3-0,湘南,3,0,2010
湘南,1-1,鹿島,1,1,2010
仙台,3-2,Ｆ東京,3,2,2010
広島,1-1,磐田,1,1,2010
浦和,2-0,Ｃ大阪,2,0,2010
川崎Ｆ,2-0,山形,2,0,2010
Ｇ大阪,5-1,大宮,5,1,2010
清水,1-1,京都,1,1,2010
横浜FM,1-0,神戸,1,0,2010
新潟,4-1,名古屋,4,1,2010
磐田,2-1,浦和,2,1,2010
山形,0-3,清水,0,3,2010
Ｆ東京,1-1,新潟,1,1,2010
Ｃ大阪,0-0,仙台,0,0,2010
神戸,1-2,名古屋,1,2,2010
広島,3-0,湘南,3,0,2010
京都,1-2,Ｇ大阪,1,2,2010
大宮,2-2,川崎Ｆ,2,2,2010
鹿島,2-0,横浜FM,2,0,2010
名古屋,1-0,Ｃ大阪,1,0,2010
仙台,1-0,京都,1,0,2010
清水,1-2,Ｆ東京,1,2,2010
浦和,0-1,山形,0,1,2010
川崎Ｆ,1-1,磐田,1,1,2010
Ｇ大阪,2-4,神戸,2,4,2010
横浜FM,2-1,広島,2,1,2010
新潟,2-1,鹿島,2,1,2010
湘南,1-4,横浜FM,1,4,2010
Ｃ大阪,1-0,清水,1,0,2010
神戸,2-0,仙台,2,0,2010
Ｆ東京,1-1,Ｇ大阪,1,1,2010
磐田,1-1,新潟,1,1,2010
大宮,2-1,山形,2,1,2010
京都,3-4,川崎Ｆ,3,4,2010
広島,2-1,浦和,2,1,2010
鹿島,1-0,名古屋,1,0,2010
湘南,1-3,大宮,1,3,2010
横浜FM,1-2,Ｆ東京,1,2,2010
浦和,2-0,京都,2,0,2010
川崎Ｆ,1-2,鹿島,1,2,2010
清水,5-0,湘南,5,0,2010
名古屋,2-1,大宮,2,1,2010
仙台,3-0,磐田,3,0,2010
山形,3-3,Ｃ大阪,3,3,2010
新潟,1-1,神戸,1,1,2010
Ｇ大阪,2-0,広島,2,0,2010
神戸,0-0,鹿島,0,0,2010
浦和,0-2,Ｇ大阪,0,2,2010
仙台,1-3,清水,1,3,2010
Ｆ東京,1-2,川崎Ｆ,1,2,2010
湘南,0-1,名古屋,0,1,2010
磐田,0-0,山形,0,0,2010
Ｃ大阪,2-0,横浜FM,2,0,2010
広島,4-0,新潟,4,0,2010
京都,0-2,大宮,0,2,2010
横浜FM,1-4,浦和,1,4,2010
鹿島,1-2,磐田,1,2,2010
清水,2-1,広島,2,1,2010
名古屋,0-1,Ｆ東京,0,1,2010
Ｇ大阪,2-1,湘南,2,1,2010
大宮,2-2,神戸,2,2,2010
川崎Ｆ,1-2,Ｃ大阪,1,2,2010
新潟,1-1,仙台,1,1,2010
山形,1-0,京都,1,0,2010
川崎Ｆ,1-1,浦和,1,1,2010
磐田,1-2,名古屋,1,2,2010
Ｇ大阪,0-2,横浜FM,0,2,2010
神戸,1-0,清水,1,0,2010
Ｆ東京,1-1,山形,1,1,2010
大宮,2-2,新潟,2,2,2010
広島,1-0,仙台,1,0,2010
鹿島,2-1,京都,2,1,2010
湘南,0-4,Ｃ大阪,0,4,2010
京都,2-0,Ｆ東京,2,0,2010
横浜FM,0-2,大宮,0,2,2010
清水,0-3,Ｇ大阪,0,3,2010
仙台,1-1,川崎Ｆ,1,1,2010
山形,1-1,鹿島,1,1,2010
浦和,0-4,神戸,0,4,2010
新潟,3-1,湘南,3,1,2010
名古屋,2-1,広島,2,1,2010
Ｃ大阪,6-2,磐田,6,2,2010
名古屋,1-1,横浜FM,1,1,2011
Ｇ大阪,2-1,Ｃ大阪,2,1,2011
甲府,0-1,磐田,0,1,2011
広島,0-0,仙台,0,0,2011
福岡,0-3,新潟,0,3,2011
川崎Ｆ,2-0,山形,2,0,2011
柏,3-0,清水,3,0,2011
神戸,1-0,浦和,1,0,2011
鹿島,3-3,大宮,3,3,2011
大宮,0-1,柏,0,1,2011
甲府,1-1,神戸,1,1,2011
清水,1-0,福岡,1,0,2011
鹿島,0-3,横浜FM,0,3,2011
川崎Ｆ,1-2,仙台,1,2,2011
新潟,1-1,磐田,1,1,2011
山形,0-0,Ｃ大阪,0,0,2011
広島,4-1,Ｇ大阪,4,1,2011
浦和,3-0,名古屋,3,0,2011
福岡,1-2,鹿島,1,2,2011
横浜FM,1-1,清水,1,1,2011
仙台,1-0,浦和,1,0,2011
柏,2-1,甲府,2,1,2011
神戸,0-1,大宮,0,1,2011
Ｃ大阪,1-1,新潟,1,1,2011
Ｇ大阪,3-2,山形,3,2,2011
磐田,1-1,広島,1,1,2011
名古屋,2-0,川崎Ｆ,2,0,2011
仙台,1-0,福岡,1,0,2011
山形,2-1,柏,2,1,2011
浦和,0-2,横浜FM,0,2,2011
甲府,1-1,大宮,1,1,2011
新潟,1-0,神戸,1,0,2011
川崎Ｆ,1-0,磐田,1,0,2011
清水,0-1,広島,0,1,2011
広島,1-1,甲府,1,1,2011
横浜FM,3-2,福岡,3,2,2011
磐田,4-0,山形,4,0,2011
神戸,1-0,川崎Ｆ,1,0,2011
名古屋,1-1,清水,1,1,2011
大宮,0-0,新潟,0,0,2011
柏,3-1,浦和,3,1,2011
Ｃ大阪,1-1,仙台,1,1,2011
仙台,3-3,磐田,3,3,2011
山形,0-1,大宮,0,1,2011
新潟,0-3,柏,0,3,2011
清水,1-5,神戸,1,5,2011
広島,3-2,横浜FM,3,2,2011
甲府,3-1,名古屋,3,1,2011
福岡,2-3,Ｇ大阪,2,3,2011
浦和,1-1,Ｃ大阪,1,1,2011
川崎Ｆ,3-2,鹿島,3,2,2011
Ｃ大阪,3-3,川崎Ｆ,3,3,2011
磐田,4-1,福岡,4,1,2011
横浜FM,4-0,甲府,4,0,2011
浦和,2-2,鹿島,2,2,2011
名古屋,0-0,柏,0,0,2011
Ｇ大阪,2-1,新潟,2,1,2011
神戸,1-0,広島,1,0,2011
山形,0-1,仙台,0,1,2011
大宮,1-4,清水,1,4,2011
仙台,1-1,横浜FM,1,1,2011
浦和,1-1,新潟,1,1,2011
柏,3-0,神戸,3,0,2011
清水,0-0,磐田,0,0,2011
甲府,1-1,山形,1,1,2011
Ｃ大阪,0-1,大宮,0,1,2011
川崎Ｆ,2-1,Ｇ大阪,2,1,2011
名古屋,5-2,福岡,5,2,2011
広島,2-1,鹿島,2,1,2011
新潟,0-1,広島,0,1,2011
横浜FM,0-2,柏,0,2,2011
磐田,0-1,名古屋,0,1,2011
福岡,0-3,Ｃ大阪,0,3,2011
山形,0-2,鹿島,0,2,2011
川崎Ｆ,2-2,甲府,2,2,2011
神戸,1-1,仙台,1,1,2011
大宮,2-2,浦和,2,2,2011
Ｇ大阪,2-2,清水,2,2,2011
仙台,2-1,Ｇ大阪,2,1,2011
鹿島,0-1,甲府,0,1,2011
大宮,0-5,川崎Ｆ,0,5,2011
清水,2-1,山形,2,1,2011
名古屋,4-0,新潟,4,0,2011
Ｃ大阪,0-1,横浜FM,0,1,2011
神戸,0-0,福岡,0,0,2011
広島,0-0,浦和,0,0,2011
柏,0-3,磐田,0,3,2011
浦和,1-3,清水,1,3,2011
Ｇ大阪,2-1,横浜FM,2,1,2011
甲府,0-2,Ｃ大阪,0,2,2011
新潟,1-1,仙台,1,1,2011
名古屋,2-2,大宮,2,2,2011
福岡,0-2,柏,0,2,2011
山形,2-0,神戸,2,0,2011
鹿島,2-0,磐田,2,0,2011
川崎Ｆ,2-0,広島,2,0,2011
仙台,4-0,甲府,4,0,2011
清水,2-3,川崎Ｆ,2,3,2011
磐田,1-2,大宮,1,2,2011
浦和,3-0,福岡,3,0,2011
Ｃ大阪,2-3,名古屋,2,3,2011
神戸,0-1,鹿島,0,1,2011
広島,3-2,山形,3,2,2011
柏,2-4,Ｇ大阪,2,4,2011
横浜FM,1-0,新潟,1,0,2011
鹿島,2-2,川崎Ｆ,2,2,2011
新潟,1-1,Ｃ大阪,1,1,2011
名古屋,1-1,浦和,1,1,2011
福岡,1-2,磐田,1,2,2011
甲府,1-4,柏,1,4,2011
Ｇ大阪,5-3,広島,5,3,2011
清水,1-0,仙台,1,0,2011
山形,0-2,横浜FM,0,2,2011
大宮,1-1,神戸,1,1,2011
仙台,1-1,名古屋,1,1,2011
浦和,1-1,Ｇ大阪,1,1,2011
福岡,1-0,甲府,1,0,2011
清水,0-0,鹿島,0,0,2011
新潟,2-0,山形,2,0,2011
Ｃ大阪,5-0,柏,5,0,2011
横浜FM,2-1,川崎Ｆ,2,1,2011
大宮,0-1,広島,0,1,2011
磐田,3-0,神戸,3,0,2011
山形,0-0,浦和,0,0,2011
新潟,1-2,甲府,1,2,2011
甲府,1-2,清水,1,2,2011
磐田,1-2,横浜FM,1,2,2011
神戸,0-1,名古屋,0,1,2011
川崎Ｆ,3-2,福岡,3,2,2011
柏,1-0,仙台,1,0,2011
鹿島,1-2,新潟,1,2,2011
大宮,2-3,Ｇ大阪,2,3,2011
広島,1-3,Ｃ大阪,1,3,2011
福岡,1-0,大宮,1,0,2011
仙台,0-0,清水,0,0,2011
浦和,2-0,川崎Ｆ,2,0,2011
柏,3-1,広島,3,1,2011
名古屋,2-1,鹿島,2,1,2011
Ｇ大阪,3-2,神戸,3,2,2011
Ｃ大阪,2-3,磐田,2,3,2011
横浜FM,2-1,山形,2,1,2011
甲府,4-3,Ｇ大阪,4,3,2011
清水,2-1,新潟,2,1,2011
神戸,4-1,Ｃ大阪,4,1,2011
川崎Ｆ,3-2,柏,3,2,2011
鹿島,3-0,仙台,3,0,2011
大宮,1-1,横浜FM,1,1,2011
磐田,1-1,浦和,1,1,2011
山形,0-2,名古屋,0,2,2011
広島,0-0,福岡,0,0,2011
浦和,2-0,甲府,2,0,2011
仙台,0-1,大宮,0,1,2011
新潟,1-0,川崎Ｆ,1,0,2011
名古屋,3-2,広島,3,2,2011
Ｇ大阪,2-2,磐田,2,2,2011
Ｃ大阪,4-0,清水,4,0,2011
柏,2-1,鹿島,2,1,2011
横浜FM,1-0,神戸,1,0,2011
福岡,0-2,山形,0,2,2011
鹿島,1-4,Ｇ大阪,1,4,2011
川崎Ｆ,0-1,浦和,0,1,2011
横浜FM,2-1,大宮,2,1,2011
山形,0-1,新潟,0,1,2011
磐田,1-2,Ｇ大阪,1,2,2011
広島,4-0,清水,4,0,2011
神戸,4-2,甲府,4,2,2011
Ｃ大阪,1-3,鹿島,1,3,2011
仙台,0-0,柏,0,0,2011
福岡,0-3,名古屋,0,3,2011
鹿島,3-1,山形,3,1,2011
甲府,0-2,広島,0,2,2011
新潟,4-0,清水,4,0,2011
浦和,2-3,神戸,2,3,2011
柏,2-0,横浜FM,2,0,2011
川崎Ｆ,1-2,Ｃ大阪,1,2,2011
Ｇ大阪,2-0,福岡,2,0,2011
大宮,2-2,仙台,2,2,2011
名古屋,2-1,磐田,2,1,2011
清水,3-0,大宮,3,0,2011
広島,0-3,名古屋,0,3,2011
仙台,0-1,鹿島,0,1,2011
山形,3-1,甲府,3,1,2011
Ｃ大阪,1-1,Ｇ大阪,1,1,2011
神戸,2-0,横浜FM,2,0,2011
新潟,2-3,浦和,2,3,2011
磐田,6-1,柏,6,1,2011
福岡,2-1,川崎Ｆ,2,1,2011
Ｇ大阪,2-2,名古屋,2,2,2011
鹿島,2-1,Ｃ大阪,2,1,2011
Ｇ大阪,6-3,川崎Ｆ,6,3,2011
甲府,3-2,浦和,3,2,2011
鹿島,2-0,広島,2,0,2011
清水,3-3,Ｃ大阪,3,3,2011
大宮,1-1,山形,1,1,2011
柏,3-2,福岡,3,2,2011
横浜FM,1-0,磐田,1,0,2011
名古屋,0-1,仙台,0,1,2011
神戸,2-1,新潟,2,1,2011
川崎Ｆ,1-2,名古屋,1,2,2011
新潟,0-0,大宮,0,0,2011
磐田,1-1,仙台,1,1,2011
福岡,2-2,神戸,2,2,2011
山形,1-1,清水,1,1,2011
浦和,1-1,広島,1,1,2011
甲府,1-1,鹿島,1,1,2011
Ｇ大阪,2-0,柏,2,0,2011
横浜FM,2-1,Ｃ大阪,2,1,2011
仙台,2-1,山形,2,1,2011
大宮,2-0,磐田,2,0,2011
清水,0-0,横浜FM,0,0,2011
広島,1-0,新潟,1,0,2011
柏,3-2,川崎Ｆ,3,2,2011
Ｃ大阪,3-1,浦和,3,1,2011
神戸,0-4,Ｇ大阪,0,4,2011
鹿島,6-0,福岡,6,0,2011
名古屋,4-1,甲府,4,1,2011
福岡,0-1,横浜FM,0,1,2011
Ｃ大阪,5-4,広島,5,4,2011
新潟,2-2,鹿島,2,2,2011
磐田,2-1,清水,2,1,2011
柏,2-1,名古屋,2,1,2011
Ｇ大阪,2-0,大宮,2,0,2011
浦和,0-1,山形,0,1,2011
甲府,1-2,仙台,1,2,2011
川崎Ｆ,0-3,神戸,0,3,2011
清水,1-0,浦和,1,0,2011
甲府,2-1,福岡,2,1,2011
仙台,2-0,新潟,2,0,2011
山形,0-1,川崎Ｆ,0,1,2011
神戸,0-4,柏,0,4,2011
広島,3-1,磐田,3,1,2011
横浜FM,1-1,Ｇ大阪,1,1,2011
鹿島,1-1,名古屋,1,1,2011
大宮,0-0,Ｃ大阪,0,0,2011
名古屋,3-1,神戸,3,1,2011
Ｃ大阪,6-0,山形,6,0,2011
横浜FM,1-3,仙台,1,3,2011
鹿島,0-0,浦和,0,0,2011
Ｇ大阪,0-2,甲府,0,2,2011
川崎Ｆ,1-1,清水,1,1,2011
磐田,1-0,新潟,1,0,2011
柏,1-3,大宮,1,3,2011
福岡,2-1,広島,2,1,2011
山形,1-1,磐田,1,1,2011
甲府,0-1,川崎Ｆ,0,1,2011
広島,1-0,神戸,1,0,2011
新潟,4-2,横浜FM,4,2,2011
大宮,0-2,福岡,0,2,2011
鹿島,0-1,柏,0,1,2011
仙台,2-1,Ｃ大阪,2,1,2011
清水,2-0,名古屋,2,0,2011
Ｇ大阪,1-0,浦和,1,0,2011
Ｃ大阪,0-4,甲府,0,4,2011
磐田,1-2,鹿島,1,2,2011
横浜FM,1-1,広島,1,1,2011
浦和,0-1,大宮,0,1,2011
福岡,0-3,仙台,0,3,2011
名古屋,4-1,Ｇ大阪,4,1,2011
神戸,1-1,清水,1,1,2011
柏,1-0,山形,1,0,2011
川崎Ｆ,1-2,新潟,1,2,2011
仙台,0-0,川崎Ｆ,0,0,2011
大宮,2-3,名古屋,2,3,2011
山形,0-5,Ｇ大阪,0,5,2011
横浜FM,1-2,浦和,1,2,2011
広島,1-3,柏,1,3,2011
鹿島,1-1,神戸,1,1,2011
清水,3-0,甲府,3,0,2011
新潟,3-1,福岡,3,1,2011
磐田,0-4,Ｃ大阪,0,4,2011
柏,4-0,新潟,4,0,2011
名古屋,3-1,Ｃ大阪,3,1,2011
川崎Ｆ,0-1,大宮,0,1,2011
甲府,1-2,横浜FM,1,2,2011
Ｇ大阪,1-0,鹿島,1,0,2011
仙台,0-0,広島,0,0,2011
浦和,0-3,磐田,0,3,2011
福岡,2-2,清水,2,2,2011
神戸,2-0,山形,2,0,2011
浦和,0-0,仙台,0,0,2011
横浜FM,1-2,名古屋,1,2,2011
新潟,2-2,Ｇ大阪,2,2,2011
磐田,2-1,甲府,2,1,2011
広島,2-3,川崎Ｆ,2,3,2011
大宮,1-1,鹿島,1,1,2011
山形,0-5,福岡,0,5,2011
清水,1-2,柏,1,2,2011
Ｃ大阪,0-3,神戸,0,3,2011
名古屋,3-0,山形,3,0,2011
川崎Ｆ,3-0,横浜FM,3,0,2011
鹿島,3-0,清水,3,0,2011
柏,1-1,Ｃ大阪,1,1,2011
Ｇ大阪,1-0,仙台,1,0,2011
福岡,1-2,浦和,1,2,2011
広島,4-2,大宮,4,2,2011
甲府,3-0,新潟,3,0,2011
神戸,3-1,磐田,3,1,2011
新潟,0-1,名古屋,0,1,2011
大宮,3-1,甲府,3,1,2011
横浜FM,1-1,鹿島,1,1,2011
清水,1-3,Ｇ大阪,1,3,2011
山形,1-3,広島,1,3,2011
磐田,2-1,川崎Ｆ,2,1,2011
Ｃ大阪,7-1,福岡,7,1,2011
浦和,1-3,柏,1,3,2011
仙台,2-0,神戸,2,0,2011
札幌,0-0,磐田,0,0,2012
仙台,1-0,鹿島,1,0,2012
名古屋,1-0,清水,1,0,2012
Ｇ大阪,2-3,神戸,2,3,2012
鳥栖,0-0,Ｃ大阪,0,0,2012
広島,1-0,浦和,1,0,2012
川崎Ｆ,1-0,新潟,1,0,2012
大宮,0-1,Ｆ東京,0,1,2012
柏,3-3,横浜FM,3,3,2012
横浜FM,0-2,仙台,0,2,2012
新潟,1-2,大宮,1,2,2012
